date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
28/08/2000,Indonesia,Burma,4,1,Friendly,TRUE,FALSE,FALSE
28/08/2000,Iraq,Taiwan,3,0,Friendly,FALSE,FALSE,TRUE
30/08/2000,Burma,Iraq,0,1,Friendly,FALSE,FALSE,TRUE
30/08/2000,Indonesia,Taiwan,1,0,Friendly,TRUE,FALSE,FALSE
1/09/2000,Austria,Iran,5,1,Friendly,TRUE,FALSE,FALSE
1/09/2000,Indonesia,Iraq,0,0,Friendly,TRUE,FALSE,FALSE
2/09/2000,Andorra,Cyprus,2,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Azerbaijan,Sweden,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Belarus,Wales,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Belgium,Croatia,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Bosnia-Herzegovina,Spain,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Bulgaria,Czech Republic,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Chile,Colombia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,China,Thailand,3,1,Friendly,TRUE,FALSE,FALSE
2/09/2000,Egypt,Ivory Coast,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Finland,Albania,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,France,England,1,1,Friendly,TRUE,FALSE,FALSE
2/09/2000,Gabon,Morocco,2,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Germany,Greece,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Honduras,El Salvador,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Iceland,Denmark,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Iraq,Uzbekistan,2,0,Friendly,FALSE,FALSE,TRUE
2/09/2000,Latvia,Scotland,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Netherlands,Ireland,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Nigeria,Namibia,4,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Northern Ireland,Malta,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Norway,Armenia,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Paraguay,Venezuela,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Switzerland,Russia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Turkey,Moldova,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Uganda,Guinea,3,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Ukraine,Poland,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/09/2000,Zambia,Madagascar,1,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Algeria,Burkina Faso,1,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Brazil,Bolivia,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Burundi,Angola,0,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,China,Iraq,4,1,Friendly,TRUE,FALSE,FALSE
3/09/2000,Congo,South Africa,1,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Costa Rica,Barbados,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Estonia,Portugal,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Faroe Islands,Slovenia,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Hungary,Italy,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Indonesia,Iraq,3,0,Friendly,TRUE,FALSE,FALSE
3/09/2000,Israel,Liechtenstein,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Kenya,Tunisia,0,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Lesotho,Ghana,3,3,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Liberia,Mauritius,4,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Luxembourg,Serbia,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Mexico,Panama,7,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Peru,Argentina,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Romania,Lithuania,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Slovakia,Macedonia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Thailand,Uzbekistan,4,2,Friendly,FALSE,FALSE,TRUE
3/09/2000,Togo,Sierra Leone,2,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Trinidad and Tobago,Canada,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Uruguay,Ecuador,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,USA,Guatemala,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
3/09/2000,Zimbabwe,Congo DR,3,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
7/09/2000,Lebanon,United Arab Emirates,0,1,Friendly,TRUE,FALSE,FALSE
10/09/2000,Lebanon,United Arab Emirates,2,2,Friendly,TRUE,FALSE,FALSE
10/09/2000,Libya,Sudan,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
20/09/2000,Mexico,Ecuador,2,0,Friendly,FALSE,FALSE,TRUE
24/09/2000,Qatar,Kuwait,0,0,Friendly,TRUE,FALSE,FALSE
24/09/2000,Saudi Arabia,Syria,2,1,Friendly,TRUE,FALSE,FALSE
24/09/2000,Senegal,Togo,0,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
24/09/2000,Zanzibar,Tanzania,0,1,Friendly,TRUE,FALSE,FALSE
26/09/2000,Saudi Arabia,Syria,3,0,Friendly,TRUE,FALSE,FALSE
27/09/2000,Cayman Islands,Turks and Caicos Islands,3,0,Friendly,TRUE,FALSE,FALSE
27/09/2000,Mexico,Bolivia,1,0,Friendly,FALSE,FALSE,TRUE
27/09/2000,Qatar,Iran,1,2,Friendly,TRUE,FALSE,FALSE
28/09/2000,Saudi Arabia,United Arab Emirates,6,1,Friendly,TRUE,FALSE,FALSE
30/09/2000,Kenya,Burundi,1,0,Friendly,TRUE,FALSE,FALSE
30/09/2000,Kuwait,Thailand,3,2,Friendly,TRUE,FALSE,FALSE
1/10/2000,Kenya,Lesotho,1,1,Friendly,TRUE,FALSE,FALSE
2/10/2000,Jordan,Saudi Arabia,1,0,Friendly,TRUE,FALSE,FALSE
2/10/2000,Qatar,Egypt,0,1,Friendly,TRUE,FALSE,FALSE
3/10/2000,Kenya,Burundi,2,3,Friendly,TRUE,FALSE,FALSE
4/10/2000,France,Cameroon,1,1,Friendly,TRUE,FALSE,FALSE
5/10/2000,China,Saudi Arabia,0,2,Friendly,FALSE,FALSE,TRUE
6/10/2000,Macedonia,Azerbaijan,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
6/10/2000,Qatar,Thailand,1,1,Friendly,TRUE,FALSE,FALSE
7/10/2000,Andorra,Estonia,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Armenia,Ukraine,2,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Bulgaria,Malta,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Burkina Faso,Burundi,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Colombia,Paraguay,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Cyprus,Netherlands,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Czech Republic,Iceland,4,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,England,Germany,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Greece,Finland,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Italy,Romania,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Jordan,China,1,1,Friendly,TRUE,FALSE,FALSE
7/10/2000,Latvia,Belgium,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Liechtenstein,Austria,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Lithuania,Georgia,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Luxembourg,Slovenia,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Madagascar,Nigeria,0,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Moldova,Slovakia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Northern Ireland,Denmark,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Poland,Belarus,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Portugal,Ireland,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,San Marino,Scotland,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Saudi Arabia,Kazakhstan,1,0,Friendly,FALSE,FALSE,TRUE
7/10/2000,South Africa,France,0,0,Friendly,TRUE,FALSE,FALSE
7/10/2000,Spain,Israel,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Sweden,Turkey,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Switzerland,Faroe Islands,5,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Tunisia,Gabon,4,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
7/10/2000,Wales,Norway,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Angola,Algeria,2,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Argentina,Uruguay,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Barbados,Guatemala,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Bolivia,Peru,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Ecuador,Chile,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Guinea,Senegal,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Honduras,Jamaica,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Hong Kong,Singapore,1,0,Friendly,TRUE,FALSE,FALSE
8/10/2000,Mauritius,Congo,1,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Mexico,Trinidad and Tobago,7,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Morocco,Kenya,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Qatar,Thailand,3,1,Friendly,TRUE,FALSE,FALSE
8/10/2000,Sudan,Egypt,0,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Togo,Uganda,3,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
8/10/2000,Uzbekistan,Turkmenistan,3,0,Friendly,TRUE,FALSE,FALSE
8/10/2000,Venezuela,Brazil,0,6,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
9/10/2000,Canada,Panama,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
10/10/2000,Congo DR,Lesotho,1,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Albania,Greece,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Austria,Spain,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Azerbaijan,Turkey,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Belarus,Armenia,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Croatia,Scotland,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Denmark,Bulgaria,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Finland,England,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Iceland,Northern Ireland,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Ireland,Estonia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Israel,Bosnia-Herzegovina,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Italy,Georgia,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Lithuania,Hungary,1,6,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Malta,Czech Republic,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Moldova,Macedonia,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Netherlands,Portugal,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Norway,Ukraine,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Poland,Wales,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Russia,Luxembourg,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Slovakia,Sweden,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,Slovenia,Switzerland,2,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
11/10/2000,USA,Costa Rica,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
12/10/2000,Iraq,Thailand,2,0,Asian Cup 2000,FALSE,FALSE,TRUE
12/10/2000,Lebanon,Iran,0,4,Asian Cup 2000,TRUE,FALSE,FALSE
13/10/2000,Korea Republic,China,2,2,Asian Cup 2000,FALSE,FALSE,TRUE
13/10/2000,Kuwait,Indonesia,0,0,Asian Cup 2000,FALSE,FALSE,TRUE
14/10/2000,Malaysia,Cambodia,2,0,Friendly,TRUE,FALSE,FALSE
14/10/2000,Qatar,Uzbekistan,1,1,Asian Cup 2000,FALSE,FALSE,TRUE
14/10/2000,Saudi Arabia,Japan,1,4,Asian Cup 2000,FALSE,FALSE,TRUE
15/10/2000,Iran,Thailand,1,1,Asian Cup 2000,FALSE,FALSE,TRUE
15/10/2000,Kenya,Tanzania,3,0,Friendly,TRUE,FALSE,FALSE
15/10/2000,Lebanon,Iraq,2,2,Asian Cup 2000,TRUE,FALSE,FALSE
16/10/2000,China,Indonesia,4,0,Asian Cup 2000,FALSE,FALSE,TRUE
16/10/2000,Korea Republic,Kuwait,0,1,Asian Cup 2000,FALSE,FALSE,TRUE
17/10/2000,Japan,Uzbekistan,8,1,Asian Cup 2000,FALSE,FALSE,TRUE
17/10/2000,Malaysia,Cambodia,1,1,Friendly,TRUE,FALSE,FALSE
17/10/2000,Saudi Arabia,Qatar,0,0,Asian Cup 2000,FALSE,FALSE,TRUE
18/10/2000,Iran,Iraq,1,0,Asian Cup 2000,FALSE,FALSE,TRUE
18/10/2000,Lebanon,Thailand,1,1,Asian Cup 2000,TRUE,FALSE,FALSE
19/10/2000,China,Kuwait,0,0,Asian Cup 2000,FALSE,FALSE,TRUE
19/10/2000,Korea Republic,Indonesia,3,0,Asian Cup 2000,FALSE,FALSE,TRUE
20/10/2000,Japan,Qatar,1,1,Asian Cup 2000,FALSE,FALSE,TRUE
20/10/2000,Saudi Arabia,Uzbekistan,5,0,Asian Cup 2000,FALSE,FALSE,TRUE
23/10/2000,China,Qatar,3,1,Asian Cup 2000,FALSE,FALSE,TRUE
23/10/2000,Iran,Korea Republic,1,2,Asian Cup 2000,FALSE,FALSE,TRUE
23/10/2000,Malaysia,Sri Lanka,2,0,Friendly,TRUE,FALSE,FALSE
24/10/2000,Japan,Iraq,4,1,Asian Cup 2000,FALSE,FALSE,TRUE
24/10/2000,Kuwait,Saudi Arabia,2,3,Asian Cup 2000,FALSE,FALSE,TRUE
25/10/2000,Ghana,Uganda,1,2,Friendly,FALSE,FALSE,TRUE
25/10/2000,Malaysia,Sri Lanka,3,1,Friendly,TRUE,FALSE,FALSE
25/10/2000,USA,Mexico,2,0,Friendly,TRUE,FALSE,FALSE
26/10/2000,China,Japan,2,3,Asian Cup 2000,FALSE,FALSE,TRUE
26/10/2000,Korea Republic,Saudi Arabia,1,2,Asian Cup 2000,FALSE,FALSE,TRUE
28/10/2000,Eritrea,Rwanda,0,1,Friendly,FALSE,FALSE,TRUE
28/10/2000,Kenya,Uganda,1,1,Friendly,TRUE,FALSE,FALSE
28/10/2000,Singapore,Sri Lanka,4,0,Friendly,TRUE,FALSE,FALSE
29/10/2000,China,Korea Republic,0,1,Asian Cup 2000,FALSE,FALSE,TRUE
29/10/2000,Japan,Saudi Arabia,1,0,Asian Cup 2000,FALSE,FALSE,TRUE
29/10/2000,Oman,Yemen,4,0,Friendly,TRUE,FALSE,FALSE
29/10/2000,Zambia,Rwanda,0,2,Friendly,TRUE,FALSE,FALSE
30/10/2000,Rwanda,Zimbabwe,1,0,Friendly,FALSE,FALSE,TRUE
31/10/2000,Oman,Yemen,4,0,Friendly,TRUE,FALSE,FALSE
1/11/2000,Singapore,Indonesia,1,0,Friendly,TRUE,FALSE,FALSE
12/11/2000,United Arab Emirates,Hong Kong,1,1,Friendly,TRUE,FALSE,FALSE
14/11/2000,Algeria,Bulgaria,1,2,Friendly,TRUE,FALSE,FALSE
15/11/2000,Albania,Malta,3,0,Friendly,TRUE,FALSE,FALSE
15/11/2000,Barbados,USA,0,4,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Bolivia,Uruguay,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Brazil,Colombia,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Canada,Mexico,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Chile,Argentina,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Cyprus,Andorra,5,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Denmark,Germany,2,1,Friendly,TRUE,FALSE,FALSE
15/11/2000,El Salvador,Jamaica,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Estonia,Kyrgyzstan,1,0,Friendly,TRUE,FALSE,FALSE
15/11/2000,Greece,Slovakia,0,2,Friendly,TRUE,FALSE,FALSE
15/11/2000,Guatemala,Costa Rica,2,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Ireland,Finland,3,0,Friendly,TRUE,FALSE,FALSE
15/11/2000,Italy,England,1,0,Friendly,TRUE,FALSE,FALSE
15/11/2000,Macedonia,Hungary,0,1,Friendly,TRUE,FALSE,FALSE
15/11/2000,Paraguay,Peru,5,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Poland,Iceland,1,0,Friendly,TRUE,FALSE,FALSE
15/11/2000,Portugal,Israel,2,1,Friendly,TRUE,FALSE,FALSE
15/11/2000,Romania,Serbia,2,1,Friendly,TRUE,FALSE,FALSE
15/11/2000,San Marino,Latvia,0,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Scotland,Australia,0,2,Friendly,TRUE,FALSE,FALSE
15/11/2000,Spain,Netherlands,1,2,Friendly,TRUE,FALSE,FALSE
15/11/2000,Trinidad and Tobago,Panama,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
15/11/2000,Tunisia,Switzerland,1,1,Friendly,TRUE,FALSE,FALSE
15/11/2000,Turkey,France,0,4,Friendly,TRUE,FALSE,FALSE
15/11/2000,Venezuela,Ecuador,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
19/11/2000,Ivory Coast,Libya,2,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
21/11/2000,Oman,Bahrain,2,1,Friendly,TRUE,FALSE,FALSE
22/11/2000,Morocco,Libya,0,0,Friendly,TRUE,FALSE,FALSE
24/11/2000,Iran,Guam,19,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
26/11/2000,Tajikistan,Guam,16,0,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
28/11/2000,Iran,Tajikistan,2,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
2/12/2000,Ethiopia,Rwanda,1,1,Friendly,FALSE,FALSE,TRUE
5/12/2000,Algeria,Romania,3,2,Friendly,TRUE,FALSE,FALSE
8/12/2000,Algeria,Romania,2,3,Friendly,TRUE,FALSE,FALSE
10/12/2000,Hong Kong,Estonia,1,2,Friendly,TRUE,FALSE,FALSE
13/12/2000,Greece,Serbia,1,1,Friendly,TRUE,FALSE,FALSE
16/12/2000,South Africa,Liberia,2,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
20/12/2000,Japan,Korea Republic,1,1,Friendly,TRUE,FALSE,FALSE
20/12/2000,Mexico,Argentina,0,2,Friendly,FALSE,FALSE,TRUE
4/01/2001,Kenya,Zambia,2,1,Friendly,TRUE,FALSE,FALSE
6/01/2001,Costa Rica,Guatemala,5,2,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
6/01/2001,Egypt,United Arab Emirates,2,1,Friendly,TRUE,FALSE,FALSE
6/01/2001,Swaziland,Angola,1,0,Friendly,TRUE,FALSE,FALSE
7/01/2001,Angola,Lesotho,2,0,Friendly,FALSE,FALSE,TRUE
7/01/2001,Swaziland,Namibia,2,1,Friendly,TRUE,FALSE,FALSE
7/01/2001,Togo,Burkina Faso,1,1,Friendly,TRUE,FALSE,FALSE
9/01/2001,Egypt,Zambia,3,1,Friendly,TRUE,FALSE,FALSE
9/01/2001,Swaziland,Lesotho,2,2,Friendly,TRUE,FALSE,FALSE
12/01/2001,Algeria,Burundi,2,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
12/01/2001,Qatar,Kuwait,1,0,Friendly,TRUE,FALSE,FALSE
13/01/2001,Burkina Faso,Angola,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
13/01/2001,Kenya,Gabon,2,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
13/01/2001,Namibia,Madagascar,2,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
13/01/2001,Nigeria,Zambia,1,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
13/01/2001,Tunisia,Morocco,0,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
13/01/2001,Uganda,Senegal,1,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
14/01/2001,Congo DR,Ghana,2,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
14/01/2001,Egypt,Libya,4,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
14/01/2001,Guinea,Togo,0,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
14/01/2001,Liberia,Congo,5,1,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
14/01/2001,Zimbabwe,Lesotho,1,2,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
17/01/2001,China,Egypt,0,0,Friendly,FALSE,FALSE,TRUE
17/01/2001,Israel,Uzbekistan,2,0,Friendly,TRUE,FALSE,FALSE
17/01/2001,Kuwait,Syria,2,0,Friendly,FALSE,FALSE,TRUE
19/01/2001,Iran,China,4,0,Friendly,TRUE,FALSE,FALSE
20/01/2001,Ivory Coast,Sudan,2,0,African Cup of Nations 2002 Qualifiers,TRUE,FALSE,FALSE
20/01/2001,Mali,Guinea,0,1,Friendly,TRUE,FALSE,FALSE
23/01/2001,Burkina Faso,Mali,0,2,Friendly,TRUE,FALSE,FALSE
23/01/2001,Egypt,Korea DPR,1,0,Friendly,TRUE,FALSE,FALSE
23/01/2001,Thailand,Kuwait,5,4,Friendly,TRUE,FALSE,FALSE
24/01/2001,Mexico,Bulgaria,0,2,Friendly,TRUE,FALSE,FALSE
25/01/2001,Benin,Cameroon,1,3,Friendly,TRUE,FALSE,FALSE
26/01/2001,Algeria,Namibia,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
27/01/2001,Botswana,Swaziland,1,2,Friendly,TRUE,FALSE,FALSE
27/01/2001,Grenada,Trinidad and Tobago,1,2,Friendly,TRUE,FALSE,FALSE
27/01/2001,Nigeria,Sudan,3,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
27/01/2001,Singapore,Thailand,1,1,Friendly,TRUE,FALSE,FALSE
27/01/2001,South Africa,Burkina Faso,1,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
27/01/2001,USA,China,2,1,Friendly,TRUE,FALSE,FALSE
28/01/2001,Angola,Libya,3,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Antigua and Barbuda,British Virgin Islands,1,1,Friendly,TRUE,FALSE,FALSE
28/01/2001,Botswana,Lesotho,2,1,Friendly,TRUE,FALSE,FALSE
28/01/2001,Congo,Tunisia,1,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Egypt,Morocco,0,0,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Ghana,Liberia,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Guinea,Malawi,1,1,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Jamaica,Bulgaria,0,0,Friendly,TRUE,FALSE,FALSE
28/01/2001,Jordan,Korea DPR,1,0,Friendly,TRUE,FALSE,FALSE
28/01/2001,Madagascar,Ivory Coast,1,3,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
28/01/2001,Togo,Cameroon,0,2,World Cup 2002 Qualifiers,TRUE,FALSE,FALSE
29/01/2001,Grenada,Trinidad and Tobago,0,2,Friendly,TRUE,FALSE,FALSE
30/01/2001,Jordan,Korea DPR,0,2,Friendly,TRUE,FALSE,FALSE
30/01/2001,Saudi Arabia,Syria,1,0,Friendly,TRUE,FALSE,FALSE
30/01/2001,Thailand,Kyrgyzstan,3,1,Friendly,TRUE,FALSE,FALSE
31/01/2001,Lebanon,Iraq,0,0,Friendly,TRUE,FALSE,FALSE
31/01/2001,Mexico,Colombia,2,3,Friendly,FALSE,FALSE,TRUE
3/02/2001,Bahrain,Kuwait,1,2,World Cup 2002 Qualifiers,FALSE,FALSE,TRUE
